,Type,Activity,Sex ,Age,Injury,Fatal (Y/N),Species ,Injuries,Species,Arms,Legs,Chest,Thighs,Hands,Heads,Feet,Fingers,Necks,Backs,Shoulders,Toes
3976,Unprovoked,"Fishing, Struck by another shark when removing shark from line",M,46,Hand lacerated,N,2.4 m [8'] shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3977,Unprovoked,Swimming from camp,M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3978,Unprovoked,Spearfishing,M,25,"Arm severed, torso severely  lacerated",N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3979,Unprovoked,Pulling raft out to ride to shore,M,17,Leg bitten,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3980,Provoked,"Fishing, tossing netted shark onboard",M,41,Right arm bitten  PROVOKED INCIDENT,N,"""sand shark""",Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
3981,Unprovoked,Fishing,M,,Right buttock slashed,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3982,Provoked,Surf fishing,M,,"Lacerations to calf, wrist & thumb by hooked shark. PROVOKED INCIDENT",N,7' shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3983,Provoked,Shark fishing,,,Harpooned shark bit boat PROVOKED INCIDENT,N,"White shark, 15'2"" ",Injured,White Shark,False,False,False,False,False,False,False,False,False,False,False,False
3984,Provoked,Fishing,M,18,Right arm bitten by shark taken onboard in net PROVOKED INCIDENT,N,"""A small shark""",Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
3986,Invalid,"Testing classified underwater electronic gear for Raytheon Corporation, vessel torn apart by explosion",M,"37, 67, 35, 27,  ? & 27","Legs & arms bitten, coroner unable to determine if injuries occurred before death.",,Shark involvement prior to death was not confirmed,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
3987,Unprovoked,"Diving for shells, saw shark circling wife near the surface, intercepted shark & it pulled him beneath the water",M,58,"FATAL, body not recovered",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3988,Unprovoked,Swimming,M,24,Lower left leg & foot bitten,N,,Injured,Regular Shark,False,True,False,False,False,False,True,False,False,False,False,False
3989,Unprovoked,"Spearfishing, free diving, possibly ascended into path of cruising shark",M,27,Face lacerated,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3990,Unprovoked,Free diving but treading water at surface,M,25,Foot bitten,N,"Dusky shark, 2.7 m [9'] dusky shark C. obscurus identified by S. Springer on tooth recovered",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3991,Unprovoked,Swimming ,F,16,"Left leg bitten, surgically amputated below the knee",N,"White shark, 4 m to 5 m [13' to 16.5'] ",Injured,White Shark,False,True,False,False,False,False,False,False,False,False,False,False
3993,Unprovoked,,,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3994,Unprovoked,Treading water,M,16,Multiple major injuries,N,"White shark, 2.1 m [7']  based on tooth pattern",Injured,White Shark,False,False,False,False,False,False,False,False,False,False,False,False
3995,Unprovoked,Skindiving for abalone (but at surface),M,48,Foot & swim fin bitten ,N,"White shark, 4.9 m [16'] ",Injured,White Shark,False,False,False,False,False,False,False,False,False,False,False,False
3996,Provoked,"Fishing, hauling in a set line",M,,4 fingers of left hand were lacerated by shark he had shot in the head PROVOKED INCIDENT,N,"Bronze whaler shark, 3 m [10'], 200-lb",Injured,Regular Shark,False,False,False,False,True,True,False,True,False,False,False,False
3997,Provoked,Fishing,M,,Gaffed shark bit his ankle PROVOKED INCIDENT,N,"Raggedtooth shark, 100-lb ",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3999,Unprovoked,Surfing,M,17,Right arm & side bruised,N,"White shark, 3.7 m [12'] ",Injured,White Shark,True,False,False,False,False,False,False,False,False,False,False,False
4000,Provoked,"Spearfishing, shot a sandtiger shark. Cord to spear tangled round his legs & a wave washed him onto a reef.",M,,"Bruises & minor injuries from reef, not the shark PROVOKED INCIDENT",N,"Sandtiger shark, 2.1 m [7'] ",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4001,Unprovoked,Spearfishing,M,,Minor cuts & bruises on face & neck,N,1.5 m [5'] shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,True,False,False,False
4002,Unprovoked,"Speared a grouper, saw shark but it came for him instead of the fish so he fired spear into sharks mouth. Then shark took grouper but unable to swallow because of the spear in its mouth.",M,,Minor injuries to hand,N,"Bronze whaler shark, 3.7 m [12'] identified by G.P. Whitley based on description",Injured,Regular Shark,False,False,False,False,True,False,False,False,False,False,False,False
4003,Provoked,Shark fishing,,,Hooked shark bit stern  PROVOKED INCIDENT,N,White shark,Injured,White Shark,False,False,False,False,False,False,False,False,False,False,False,False
4004,Unprovoked,Fishing in shoulder-deep water,F,,"FATAL, legs bitten ",Y,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4005,Provoked,"Fishing, hooked shark towed boat out to sea, storm swamped boat",M,,"FATAL, due to drowning PROVOKED INCIDENT",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4006,Boat,Fishing,,,Shark rammed boat & bit transom,N,White shark (tooth fragments recovered),Injured,White Shark,False,False,False,False,False,False,False,False,False,False,False,False
4007,Unprovoked,Treading water,M,42,"Ankle bitten, hand injured while striking shark",N,"1.2 m [4'], possibly  larger shark",Injured,Regular Shark,False,False,False,False,True,False,False,False,False,False,False,False
4008,Unprovoked,"Spearfishing, carrying fish on belt",M,44,Thigh bitten,N,1.2 m [4'] shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4011,Invalid,Spearfishing,M,36,Left forearm lacerated,,"According to Benjamin, the injury was inflicted by a barracuda, not a shark",Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
4012,Provoked,Fishing,M,,Calf bitten by shark caught in net PROVOKED INCIDENT,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4013,Unprovoked,Spearfishing,M,26,"FATAL, legs bitten ",Y,"Tiger shark, 3.4 m [11'] captured",Injured,Tiger Shark,False,True,False,False,False,False,False,False,False,False,False,False
4017,Unprovoked,,M,,"Lower left leg bitten, surgically amputated",N,"3.5 m [11'6""] shark captured",Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4018,Sea Disaster,Portuguese Airliner with 9 people aboard went down. ,,,"As searchers approached wreckage, sharks circled one canoe & seized oar from another.",N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4020,Unprovoked,Free diving,M,13,"FATAL, right leg severed above knee, surgically amputated but died 9 days later ",Y,Bull shark,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4021,Provoked,"Fishing, lifting shark out of craypot",M,,Upper leg bitten PROVOKED INCIDENT,N,Wobbegong shark,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4023,Provoked,"Standing, watching seine netters",F,,Left leg bitten by shark that escaped net  PROVOKED INCIDENT,N,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4024,Unprovoked,Bathing,M,,Survived,N,3.7 m to 4.6 m [12' to 15'] shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4025,Unprovoked,Spearfishing,M,9,Toe bitten,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4026,Invalid,Aircraft crashed into sea,M,,"Questionable. Recovered flight gear was ""completely shredded by sharks"" but pilot may have died when plane hit the water,",,Shark involvement prior to death was not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4029,Unprovoked,Spearfishing,M,,"Right arm abraded, circular piece of tissue removed from left calf",N,,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
4030,Unprovoked,"Spear fishing, removing fish from spear",M,16,"FATAL, foot severed, hip bitten",Y,,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
4031,Unprovoked,Fishing,M,20,Slight lacerations to leg,N,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4032,Unprovoked,Swimming,F,5,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4033,Unprovoked,Wading,F,,"Heel lacerated, hand lacerated & abraded",N,2.1 m [7'] shark,Injured,Regular Shark,False,False,False,False,True,False,False,False,False,False,False,False
4036,Unprovoked,Swimming underneath house on pilings,,13,"FATAL, right leg severed",Y,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4037,Unprovoked,Dived from dinghy to retrieve oar in heavy seas,M,29,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4038,Sea Disaster,ship M.V. Rizal sank during typhoon,M,,"65 people survived, 27 perished. Several people were bitten & one man lost his leg to a shark.",Y,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4039,Provoked,"Spearfishing, Smith  & Walker touched shark with tip of their guns",M,17 & 35,"Smith hit by tail of shark, Walker sustained cuts on his  wrist PROVOKED INCIDENT",N,2.7 m [9']  shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4042,Sea Disaster,17 Maldivians adrift in open boat for 31 days,F,3,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4043,Unprovoked,Body surfing,M,19,"Thighs bitten, right hand lacerated",N,3.5 m [11.5'] shark,Injured,Regular Shark,False,False,False,False,True,False,False,False,False,False,False,False
4044,Unprovoked,Standing in chest-deep water,M,17,Right foot lacerated,N,"""a small shark""",Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
4045,Unprovoked,Trailing the field in a surf race,M,19,"Lower left leg bittten, hand abraded",N,3 m to 4.3 m [10' to 14'] shark,Injured,Regular Shark,False,True,False,False,True,False,False,False,False,False,False,False
4046,Invalid,National Airlines DC7B enroute from Miami to Los Angeles with 42 or 46 people on board went down in heavy fog,,,Body recovery efforts were hampered by large sharks but sharks did not cause the deaths. ,,Invalid,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4047,Boat,Fishing for tunny,,,R. Roberts' leg was bruised when shark leapt into boat,N,"Thresher shark, 3.7 m [12'] ",Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4049,Unprovoked,Swimming at surface through school of feeding 2.5' to 5 sharks,M,21,Forearm bitten,N,"Blue shark, 1.5 m [5'] ",Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
4051,Provoked,Fishing,M,,Both hands bitten while helping companion land speared shark PROVOKED INCIDENT,N,,Injured,Regular Shark,False,False,False,False,True,False,False,False,False,False,False,False
4052,Unprovoked,Swimming,M,X,"FATAL, died in Lourenco Marques Hospital",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4053,Unprovoked,,,,Thigh bitten,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4054,Unprovoked,Diving for abalone,M,30,"Ankle twisted, swim fin bitten",N,"White shark, 5 m [16.5'], identified by Dr. W. I. Follett on tooth marks",Injured,White Shark,False,False,False,False,False,False,False,False,False,False,False,False
4055,Unprovoked,Dived overboard to retrieve dinghy,M,,"FATAL, body not recovered",Y,4.3 m [14'] shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4056,Unprovoked,Spearfishing,M,36,forearm abraded,N,"Tiger shark, 1.8 m [6']",Injured,Tiger Shark,True,False,False,False,False,False,False,False,False,False,False,False
4058,Invalid,,F,29,"Murdered, body scavenged by sharks",,Shark involvement prior to death was not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4059,Sea Disaster,"Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore",M,30,"During the night both hands and feet were bitten, rescued next day after spending 17 hours in the sea.",N,"A hammerhead shark, then 8 to 10 other sharks were said to be  involved",Injured,Regular Shark,False,False,False,False,True,False,True,False,False,False,False,False
4060,Boat,Gigging for flounder,,,,UNKNOWN,"Said to involve white shark, but species identify questionable",Injured,White Shark,,,,,,,,,,,,
4062,Unprovoked,,,,"5 fatalities, 30 injured",Y,6' shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
